id,Response,Question,id_Caso
52,4,complexity_perceived,G10
53,2,complexity_perceived,G10
54,5,complexity_perceived,G10
55,3,complexity_perceived,G10
56,5,complexity_perceived,G10
57,4,complexity_perceived,G10
59,5,complexity_perceived,G10
62,3,complexity_perceived,G10
63,2,complexity_perceived,G10
65,4,complexity_perceived,G10
68,4,complexity_perceived,G10
44,5,final_confidence,G10
48,4,final_confidence,G10
49,4,final_confidence,G10
50,4,final_confidence,G10
51,2,final_confidence,G10
52,5,final_confidence,G10
53,4,final_confidence,G10
54,5,final_confidence,G10
55,5,final_confidence,G10
56,4,final_confidence,G10
57,3,final_confidence,G10
59,2,final_confidence,G10
62,5,final_confidence,G10
63,5,final_confidence,G10
65,4,final_confidence,G10
68,4,final_confidence,G10
44,3,utility,G10
48,5,utility,G10
49,1,utility,G10
50,3,utility,G10
51,4,utility,G10
52,4,utility,G10
53,2,utility,G10
54,4,utility,G10
55,1,utility,G10
56,5,utility,G10
57,2,utility,G10
59,1,utility,G10
62,3,utility,G10
63,2,utility,G10
65,1,utility,G10
68,1,utility,G10
44,0,Ground_truth,G10
48,0,Ground_truth,G10
49,0,Ground_truth,G10
50,0,Ground_truth,G10
51,0,Ground_truth,G10
52,0,Ground_truth,G10
53,0,Ground_truth,G10
54,0,Ground_truth,G10
55,0,Ground_truth,G10
56,0,Ground_truth,G10
57,0,Ground_truth,G10
59,0,Ground_truth,G10
62,0,Ground_truth,G10
63,0,Ground_truth,G10
65,0,Ground_truth,G10
68,0,Ground_truth,G10
44,1,reliance_pattern,G10
48,1,reliance_pattern,G10
49,1,reliance_pattern,G10
50,1,reliance_pattern,G10
51,0,reliance_pattern,G10
52,1,reliance_pattern,G10
53,1,reliance_pattern,G10
54,1,reliance_pattern,G10
55,1,reliance_pattern,G10
56,0,reliance_pattern,G10
57,0,reliance_pattern,G10
59,0,reliance_pattern,G10
62,1,reliance_pattern,G10
63,1,reliance_pattern,G10
65,1,reliance_pattern,G10
68,1,reliance_pattern,G10
44,5,initial_confidence,G11
48,4,initial_confidence,G11
49,5,initial_confidence,G11
50,2,initial_confidence,G11
51,5,initial_confidence,G11
52,5,initial_confidence,G11
53,4,initial_confidence,G11
54,2,initial_confidence,G11
55,3,initial_confidence,G11
56,2,initial_confidence,G11
57,4,initial_confidence,G11
59,5,initial_confidence,G11
62,5,initial_confidence,G11
63,5,initial_confidence,G11
65,5,initial_confidence,G11
68,4,initial_confidence,G11
44,3,complexity_perceived,G11
48,4,complexity_perceived,G11
49,3,complexity_perceived,G11
50,5,complexity_perceived,G11
51,1,complexity_perceived,G11
52,4,complexity_perceived,G11
53,2,complexity_perceived,G11
54,4,complexity_perceived,G11
55,4,complexity_perceived,G11
56,4,complexity_perceived,G11
57,2,complexity_perceived,G11
59,2,complexity_perceived,G11
62,3,complexity_perceived,G11
63,2,complexity_perceived,G11
65,2,complexity_perceived,G11
68,4,complexity_perceived,G11
44,5,final_confidence,G11
48,5,final_confidence,G11
49,4,final_confidence,G11
50,4,final_confidence,G11
51,6,final_confidence,G11
52,5,final_confidence,G11
53,5,final_confidence,G11
54,2,final_confidence,G11
55,4,final_confidence,G11
56,3,final_confidence,G11
57,4,final_confidence,G11
59,5,final_confidence,G11
62,5,final_confidence,G11
63,5,final_confidence,G11
65,5,final_confidence,G11
68,5,final_confidence,G11
44,2,utility,G11
48,4,utility,G11
49,1,utility,G11
50,4,utility,G11
51,1,utility,G11
52,5,utility,G11
53,2,utility,G11
54,3,utility,G11
55,2,utility,G11
56,3,utility,G11
57,3,utility,G11
59,1,utility,G11
62,3,utility,G11
63,2,utility,G11
65,1,utility,G11
68,3,utility,G11
44,0,Ground_truth,G11
48,0,Ground_truth,G11
49,0,Ground_truth,G11
50,0,Ground_truth,G11
51,0,Ground_truth,G11
52,0,Ground_truth,G11
53,0,Ground_truth,G11
54,0,Ground_truth,G11
55,0,Ground_truth,G11
56,0,Ground_truth,G11
57,0,Ground_truth,G11
59,0,Ground_truth,G11
62,0,Ground_truth,G11
63,0,Ground_truth,G11
65,0,Ground_truth,G11
68,0,Ground_truth,G11
44,1,reliance_pattern,G11
48,1,reliance_pattern,G11
49,0,reliance_pattern,G11
50,0,reliance_pattern,G11
51,1,reliance_pattern,G11
52,1,reliance_pattern,G11
53,1,reliance_pattern,G11
54,0,reliance_pattern,G11
55,1,reliance_pattern,G11
56,0,reliance_pattern,G11
57,1,reliance_pattern,G11
59,1,reliance_pattern,G11
62,1,reliance_pattern,G11
63,1,reliance_pattern,G11
65,1,reliance_pattern,G11
68,1,reliance_pattern,G11
44,6,initial_confidence,G12
48,6,initial_confidence,G12
49,5,initial_confidence,G12
50,6,initial_confidence,G12
51,6,initial_confidence,G12
52,5,initial_confidence,G12
53,6,initial_confidence,G12
54,5,initial_confidence,G12
55,6,initial_confidence,G12
56,6,initial_confidence,G12
57,6,initial_confidence,G12
59,6,initial_confidence,G12
62,6,initial_confidence,G12
63,6,initial_confidence,G12
65,5,initial_confidence,G12
68,5,initial_confidence,G12
44,2,complexity_perceived,G12
48,1,complexity_perceived,G12
49,3,complexity_perceived,G12
50,1,complexity_perceived,G12
51,1,complexity_perceived,G12
52,3,complexity_perceived,G12
53,1,complexity_perceived,G12
54,2,complexity_perceived,G12
55,1,complexity_perceived,G12
56,1,complexity_perceived,G12
57,1,complexity_perceived,G12
59,1,complexity_perceived,G12
62,3,complexity_perceived,G12
63,1,complexity_perceived,G12
65,1,complexity_perceived,G12
68,1,complexity_perceived,G12
44,6,final_confidence,G12
48,6,final_confidence,G12
49,5,final_confidence,G12
50,6,final_confidence,G12
51,6,final_confidence,G12
52,5,final_confidence,G12
53,6,final_confidence,G12
54,6,final_confidence,G12
55,6,final_confidence,G12
56,6,final_confidence,G12
57,6,final_confidence,G12
59,6,final_confidence,G12
62,6,final_confidence,G12
63,5,final_confidence,G12
65,6,final_confidence,G12
68,6,final_confidence,G12
44,4,utility,G12
48,5,utility,G12
49,5,utility,G12
50,5,utility,G12
51,2,utility,G12
52,4,utility,G12
53,1,utility,G12
54,3,utility,G12
55,2,utility,G12
56,2,utility,G12
57,4,utility,G12
59,1,utility,G12
62,3,utility,G12
63,1,utility,G12
65,4,utility,G12
68,2,utility,G12
44,1,Ground_truth,G12
48,1,Ground_truth,G12
49,1,Ground_truth,G12
50,1,Ground_truth,G12
51,1,Ground_truth,G12
52,1,Ground_truth,G12
53,1,Ground_truth,G12
54,1,Ground_truth,G12
55,1,Ground_truth,G12
56,1,Ground_truth,G12
57,1,Ground_truth,G12
59,1,Ground_truth,G12
62,1,Ground_truth,G12
63,1,Ground_truth,G12
65,1,Ground_truth,G12
68,1,Ground_truth,G12
44,1,reliance_pattern,G12
48,1,reliance_pattern,G12
49,1,reliance_pattern,G12
50,1,reliance_pattern,G12
51,1,reliance_pattern,G12
52,1,reliance_pattern,G12
53,1,reliance_pattern,G12
54,1,reliance_pattern,G12
55,1,reliance_pattern,G12
56,1,reliance_pattern,G12
57,1,reliance_pattern,G12
59,1,reliance_pattern,G12
62,1,reliance_pattern,G12
63,1,reliance_pattern,G12
65,1,reliance_pattern,G12
68,1,reliance_pattern,G12
44,6,initial_confidence,G13
48,5,initial_confidence,G13
49,6,initial_confidence,G13
50,6,initial_confidence,G13
51,5,initial_confidence,G13
52,5,initial_confidence,G13
53,6,initial_confidence,G13
54,6,initial_confidence,G13
55,5,initial_confidence,G13
56,6,initial_confidence,G13
57,6,initial_confidence,G13
59,6,initial_confidence,G13
62,6,initial_confidence,G13
63,5,initial_confidence,G13
65,5,initial_confidence,G13
68,5,initial_confidence,G13
44,2,complexity_perceived,G13
48,2,complexity_perceived,G13
49,2,complexity_perceived,G13
50,1,complexity_perceived,G13
51,2,complexity_perceived,G13
52,3,complexity_perceived,G13
53,1,complexity_perceived,G13
54,1,complexity_perceived,G13
55,1,complexity_perceived,G13
56,1,complexity_perceived,G13
57,1,complexity_perceived,G13
59,1,complexity_perceived,G13
62,3,complexity_perceived,G13
63,1,complexity_perceived,G13
65,2,complexity_perceived,G13
68,2,complexity_perceived,G13
44,6,final_confidence,G13
48,6,final_confidence,G13
49,6,final_confidence,G13
50,6,final_confidence,G13
51,5,final_confidence,G13
52,5,final_confidence,G13
53,6,final_confidence,G13
54,6,final_confidence,G13
55,5,final_confidence,G13
56,6,final_confidence,G13
57,6,final_confidence,G13
59,6,final_confidence,G13
62,6,final_confidence,G13
63,5,final_confidence,G13
65,6,final_confidence,G13
68,6,final_confidence,G13
44,4,utility,G13
48,4,utility,G13
49,3,utility,G13
50,2,utility,G13
51,3,utility,G13
52,4,utility,G13
53,1,utility,G13
54,2,utility,G13
55,2,utility,G13
56,2,utility,G13
57,3,utility,G13
59,1,utility,G13
62,3,utility,G13
63,1,utility,G13
65,4,utility,G13
68,3,utility,G13
44,1,Ground_truth,G13
48,1,Ground_truth,G13
49,1,Ground_truth,G13
50,1,Ground_truth,G13
51,1,Ground_truth,G13
52,1,Ground_truth,G13
53,1,Ground_truth,G13
54,1,Ground_truth,G13
55,1,Ground_truth,G13
56,1,Ground_truth,G13
57,1,Ground_truth,G13
59,1,Ground_truth,G13
62,1,Ground_truth,G13
63,1,Ground_truth,G13
65,1,Ground_truth,G13
68,1,Ground_truth,G13
44,1,reliance_pattern,G13
48,1,reliance_pattern,G13
49,1,reliance_pattern,G13
50,1,reliance_pattern,G13
51,1,reliance_pattern,G13
52,1,reliance_pattern,G13
53,1,reliance_pattern,G13
54,1,reliance_pattern,G13
55,1,reliance_pattern,G13
56,1,reliance_pattern,G13
57,1,reliance_pattern,G13
59,1,reliance_pattern,G13
62,1,reliance_pattern,G13
63,1,reliance_pattern,G13
65,1,reliance_pattern,G13
68,1,reliance_pattern,G13
44,4,initial_confidence,G14
48,4,initial_confidence,G14
49,4,initial_confidence,G14
50,5,initial_confidence,G14
51,6,initial_confidence,G14
52,5,initial_confidence,G14
53,4,initial_confidence,G14
54,4,initial_confidence,G14
55,5,initial_confidence,G14
56,4,initial_confidence,G14
57,5,initial_confidence,G14
59,5,initial_confidence,G14
62,6,initial_confidence,G14
63,6,initial_confidence,G14
65,4,initial_confidence,G14
68,4,initial_confidence,G14
44,4,complexity_perceived,G14
48,3,complexity_perceived,G14
49,4,complexity_perceived,G14
50,3,complexity_perceived,G14
51,1,complexity_perceived,G14
52,3,complexity_perceived,G14
53,2,complexity_perceived,G14
54,2,complexity_perceived,G14
55,2,complexity_perceived,G14
56,4,complexity_perceived,G14
57,3,complexity_perceived,G14
59,2,complexity_perceived,G14
62,3,complexity_perceived,G14
63,1,complexity_perceived,G14
65,4,complexity_perceived,G14
68,3,complexity_perceived,G14
44,4,final_confidence,G14
48,5,final_confidence,G14
49,4,final_confidence,G14
50,4,final_confidence,G14
51,6,final_confidence,G14
52,5,final_confidence,G14
53,4,final_confidence,G14
54,5,final_confidence,G14
55,4,final_confidence,G14
56,4,final_confidence,G14
57,5,final_confidence,G14
59,5,final_confidence,G14
62,6,final_confidence,G14
63,6,final_confidence,G14
65,5,final_confidence,G14
68,5,final_confidence,G14
44,4,utility,G14
48,4,utility,G14
49,2,utility,G14
50,2,utility,G14
51,2,utility,G14
52,3,utility,G14
53,4,utility,G14
54,3,utility,G14
55,2,utility,G14
56,1,utility,G14
57,2,utility,G14
59,1,utility,G14
62,3,utility,G14
63,1,utility,G14
65,3,utility,G14
68,2,utility,G14
44,0,Ground_truth,G14
48,0,Ground_truth,G14
49,0,Ground_truth,G14
50,0,Ground_truth,G14
51,0,Ground_truth,G14
52,0,Ground_truth,G14
53,0,Ground_truth,G14
54,0,Ground_truth,G14
55,0,Ground_truth,G14
56,0,Ground_truth,G14
57,0,Ground_truth,G14
59,0,Ground_truth,G14
62,0,Ground_truth,G14
63,0,Ground_truth,G14
65,0,Ground_truth,G14
68,0,Ground_truth,G14
44,1,reliance_pattern,G14
48,1,reliance_pattern,G14
49,1,reliance_pattern,G14
50,1,reliance_pattern,G14
51,1,reliance_pattern,G14
52,1,reliance_pattern,G14
53,1,reliance_pattern,G14
54,1,reliance_pattern,G14
55,1,reliance_pattern,G14
56,1,reliance_pattern,G14
57,1,reliance_pattern,G14
59,1,reliance_pattern,G14
62,1,reliance_pattern,G14
63,1,reliance_pattern,G14
65,1,reliance_pattern,G14
68,0,reliance_pattern,G14
44,4,initial_confidence,G15
48,4,initial_confidence,G15
49,3,initial_confidence,G15
50,5,initial_confidence,G15
51,5,initial_confidence,G15
52,5,initial_confidence,G15
53,4,initial_confidence,G15
54,3,initial_confidence,G15
55,5,initial_confidence,G15
56,2,initial_confidence,G15
57,4,initial_confidence,G15
59,3,initial_confidence,G15
62,6,initial_confidence,G15
63,5,initial_confidence,G15
65,5,initial_confidence,G15
68,4,initial_confidence,G15
44,4,complexity_perceived,G15
48,3,complexity_perceived,G15
49,4,complexity_perceived,G15
50,2,complexity_perceived,G15
51,2,complexity_perceived,G15
52,3,complexity_perceived,G15
53,3,complexity_perceived,G15
54,3,complexity_perceived,G15
55,3,complexity_perceived,G15
56,4,complexity_perceived,G15
57,3,complexity_perceived,G15
59,5,complexity_perceived,G15
62,3,complexity_perceived,G15
63,1,complexity_perceived,G15
65,2,complexity_perceived,G15
68,3,complexity_perceived,G15
44,4,final_confidence,G15
48,5,final_confidence,G15
49,2,final_confidence,G15
50,5,final_confidence,G15
51,4,final_confidence,G15
52,5,final_confidence,G15
53,4,final_confidence,G15
54,4,final_confidence,G15
55,4,final_confidence,G15
56,2,final_confidence,G15
57,6,final_confidence,G15
59,3,final_confidence,G15
62,6,final_confidence,G15
63,6,final_confidence,G15
65,6,final_confidence,G15
68,4,final_confidence,G15
44,3,utility,G15
48,4,utility,G15
49,3,utility,G15
50,2,utility,G15
51,2,utility,G15
52,4,utility,G15
53,2,utility,G15
54,3,utility,G15
55,2,utility,G15
56,2,utility,G15
57,3,utility,G15
59,1,utility,G15
62,3,utility,G15
63,1,utility,G15
65,3,utility,G15
68,3,utility,G15
44,0,Ground_truth,G15
48,0,Ground_truth,G15
49,0,Ground_truth,G15
50,0,Ground_truth,G15
51,0,Ground_truth,G15
52,0,Ground_truth,G15
53,0,Ground_truth,G15
54,0,Ground_truth,G15
55,0,Ground_truth,G15
56,0,Ground_truth,G15
57,0,Ground_truth,G15
59,0,Ground_truth,G15
62,0,Ground_truth,G15
63,0,Ground_truth,G15
65,0,Ground_truth,G15
68,0,Ground_truth,G15
44,1,reliance_pattern,G15
48,1,reliance_pattern,G15
49,1,reliance_pattern,G15
50,1,reliance_pattern,G15
51,1,reliance_pattern,G15
52,1,reliance_pattern,G15
53,1,reliance_pattern,G15
54,1,reliance_pattern,G15
55,1,reliance_pattern,G15
56,0,reliance_pattern,G15
57,1,reliance_pattern,G15
59,0,reliance_pattern,G15
62,1,reliance_pattern,G15
63,1,reliance_pattern,G15
65,1,reliance_pattern,G15
68,1,reliance_pattern,G15
44,4,initial_confidence,G16
48,3,initial_confidence,G16
49,3,initial_confidence,G16
50,3,initial_confidence,G16
51,5,initial_confidence,G16
52,4,initial_confidence,G16
53,4,initial_confidence,G16
54,3,initial_confidence,G16
55,4,initial_confidence,G16
56,3,initial_confidence,G16
57,4,initial_confidence,G16
59,2,initial_confidence,G16
62,5,initial_confidence,G16
63,5,initial_confidence,G16
65,3,initial_confidence,G16
68,2,initial_confidence,G16
44,4,complexity_perceived,G16
48,4,complexity_perceived,G16
49,3,complexity_perceived,G16
50,5,complexity_perceived,G16
51,2,complexity_perceived,G16
52,4,complexity_perceived,G16
53,3,complexity_perceived,G16
54,4,complexity_perceived,G16
55,4,complexity_perceived,G16
56,3,complexity_perceived,G16
57,4,complexity_perceived,G16
59,5,complexity_perceived,G16
62,3,complexity_perceived,G16
63,1,complexity_perceived,G16
65,4,complexity_perceived,G16
68,5,complexity_perceived,G16
44,3,final_confidence,G16
48,4,final_confidence,G16
49,3,final_confidence,G16
50,5,final_confidence,G16
51,5,final_confidence,G16
52,4,final_confidence,G16
53,4,final_confidence,G16
54,4,final_confidence,G16
55,4,final_confidence,G16
56,4,final_confidence,G16
57,4,final_confidence,G16
59,2,final_confidence,G16
62,5,final_confidence,G16
63,6,final_confidence,G16
65,5,final_confidence,G16
68,4,final_confidence,G16
44,4,utility,G16
48,4,utility,G16
49,3,utility,G16
50,5,utility,G16
51,3,utility,G16
52,4,utility,G16
53,4,utility,G16
54,4,utility,G16
55,2,utility,G16
56,4,utility,G16
57,3,utility,G16
59,1,utility,G16
62,3,utility,G16
63,1,utility,G16
65,4,utility,G16
68,4,utility,G16
44,0,Ground_truth,G16
48,0,Ground_truth,G16
49,0,Ground_truth,G16
50,0,Ground_truth,G16
51,0,Ground_truth,G16
52,0,Ground_truth,G16
53,0,Ground_truth,G16
54,0,Ground_truth,G16
55,0,Ground_truth,G16
56,0,Ground_truth,G16
57,0,Ground_truth,G16
59,0,Ground_truth,G16
62,0,Ground_truth,G16
63,0,Ground_truth,G16
65,0,Ground_truth,G16
68,0,Ground_truth,G16
44,0,reliance_pattern,G16
48,0,reliance_pattern,G16
49,0,reliance_pattern,G16
50,0,reliance_pattern,G16
51,1,reliance_pattern,G16
52,1,reliance_pattern,G16
53,1,reliance_pattern,G16
54,0,reliance_pattern,G16
55,1,reliance_pattern,G16
56,0,reliance_pattern,G16
57,0,reliance_pattern,G16
59,1,reliance_pattern,G16
62,1,reliance_pattern,G16
63,1,reliance_pattern,G16
65,1,reliance_pattern,G16
68,0,reliance_pattern,G16
44,4,initial_confidence,G17
48,4,initial_confidence,G17
49,3,initial_confidence,G17
50,5,initial_confidence,G17
51,5,initial_confidence,G17
52,4,initial_confidence,G17
53,3,initial_confidence,G17
54,3,initial_confidence,G17
55,5,initial_confidence,G17
56,2,initial_confidence,G17
57,4,initial_confidence,G17
59,5,initial_confidence,G17
62,5,initial_confidence,G17
63,6,initial_confidence,G17
65,2,initial_confidence,G17
68,4,initial_confidence,G17
44,4,complexity_perceived,G17
48,4,complexity_perceived,G17
49,3,complexity_perceived,G17
50,2,complexity_perceived,G17
51,2,complexity_perceived,G17
52,3,complexity_perceived,G17
53,3,complexity_perceived,G17
54,4,complexity_perceived,G17
55,2,complexity_perceived,G17
56,4,complexity_perceived,G17
57,3,complexity_perceived,G17
59,2,complexity_perceived,G17
62,3,complexity_perceived,G17
63,1,complexity_perceived,G17
65,5,complexity_perceived,G17
68,3,complexity_perceived,G17
44,5,final_confidence,G17
48,5,final_confidence,G17
49,3,final_confidence,G17
50,5,final_confidence,G17
51,5,final_confidence,G17
52,5,final_confidence,G17
53,4,final_confidence,G17
54,3,final_confidence,G17
55,5,final_confidence,G17
56,3,final_confidence,G17
57,4,final_confidence,G17
59,5,final_confidence,G17
62,5,final_confidence,G17
63,4,final_confidence,G17
65,4,final_confidence,G17
68,5,final_confidence,G17
44,4,utility,G17
48,5,utility,G17
49,4,utility,G17
50,1,utility,G17
51,1,utility,G17
52,4,utility,G17
53,4,utility,G17
54,4,utility,G17
55,1,utility,G17
56,3,utility,G17
57,5,utility,G17
59,2,utility,G17
62,3,utility,G17
63,2,utility,G17
65,4,utility,G17
68,4,utility,G17
44,0,Ground_truth,G17
48,0,Ground_truth,G17
49,0,Ground_truth,G17
50,0,Ground_truth,G17
51,0,Ground_truth,G17
52,0,Ground_truth,G17
53,0,Ground_truth,G17
54,0,Ground_truth,G17
55,0,Ground_truth,G17
56,0,Ground_truth,G17
57,0,Ground_truth,G17
59,0,Ground_truth,G17
62,0,Ground_truth,G17
63,0,Ground_truth,G17
65,0,Ground_truth,G17
68,0,Ground_truth,G17
44,1,reliance_pattern,G17
48,1,reliance_pattern,G17
49,0,reliance_pattern,G17
50,1,reliance_pattern,G17
51,1,reliance_pattern,G17
52,1,reliance_pattern,G17
53,1,reliance_pattern,G17
54,1,reliance_pattern,G17
55,1,reliance_pattern,G17
56,0,reliance_pattern,G17
57,1,reliance_pattern,G17
59,1,reliance_pattern,G17
62,1,reliance_pattern,G17
63,1,reliance_pattern,G17
65,1,reliance_pattern,G17
68,1,reliance_pattern,G17
44,4,initial_confidence,G18
48,3,initial_confidence,G18
49,3,initial_confidence,G18
50,5,initial_confidence,G18
51,4,initial_confidence,G18
52,4,initial_confidence,G18
53,4,initial_confidence,G18
54,5,initial_confidence,G18
55,5,initial_confidence,G18
56,3,initial_confidence,G18
57,5,initial_confidence,G18
59,4,initial_confidence,G18
62,5,initial_confidence,G18
63,6,initial_confidence,G18
65,4,initial_confidence,G18
68,3,initial_confidence,G18
44,4,complexity_perceived,G18
48,5,complexity_perceived,G18
49,3,complexity_perceived,G18
50,2,complexity_perceived,G18
51,3,complexity_perceived,G18
52,3,complexity_perceived,G18
53,2,complexity_perceived,G18
54,3,complexity_perceived,G18
55,2,complexity_perceived,G18
56,3,complexity_perceived,G18
57,3,complexity_perceived,G18
59,2,complexity_perceived,G18
62,3,complexity_perceived,G18
63,1,complexity_perceived,G18
65,4,complexity_perceived,G18
68,4,complexity_perceived,G18
44,5,final_confidence,G18
48,4,final_confidence,G18
49,3,final_confidence,G18
50,5,final_confidence,G18
51,4,final_confidence,G18
52,5,final_confidence,G18
53,5,final_confidence,G18
54,5,final_confidence,G18
55,5,final_confidence,G18
56,4,final_confidence,G18
57,5,final_confidence,G18
59,4,final_confidence,G18
62,6,final_confidence,G18
63,5,final_confidence,G18
65,5,final_confidence,G18
68,5,final_confidence,G18
44,5,utility,G18
48,5,utility,G18
49,2,utility,G18
50,1,utility,G18
51,3,utility,G18
52,4,utility,G18
53,4,utility,G18
54,2,utility,G18
55,1,utility,G18
56,2,utility,G18
57,4,utility,G18
59,2,utility,G18
62,3,utility,G18
63,1,utility,G18
65,5,utility,G18
68,4,utility,G18
44,0,Ground_truth,G18
48,0,Ground_truth,G18
49,0,Ground_truth,G18
50,0,Ground_truth,G18
51,0,Ground_truth,G18
52,0,Ground_truth,G18
53,0,Ground_truth,G18
54,0,Ground_truth,G18
55,0,Ground_truth,G18
56,0,Ground_truth,G18
57,0,Ground_truth,G18
59,0,Ground_truth,G18
62,0,Ground_truth,G18
63,0,Ground_truth,G18
65,0,Ground_truth,G18
68,0,Ground_truth,G18
44,1,reliance_pattern,G18
48,1,reliance_pattern,G18
49,0,reliance_pattern,G18
50,1,reliance_pattern,G18
51,1,reliance_pattern,G18
52,1,reliance_pattern,G18
53,0,reliance_pattern,G18
54,1,reliance_pattern,G18
55,1,reliance_pattern,G18
56,1,reliance_pattern,G18
57,1,reliance_pattern,G18
59,1,reliance_pattern,G18
62,1,reliance_pattern,G18
63,1,reliance_pattern,G18
65,1,reliance_pattern,G18
68,1,reliance_pattern,G18
44,0,correct_human_first_decision,G1
48,0,correct_human_first_decision,G1
49,1,correct_human_first_decision,G1
50,0,correct_human_first_decision,G1
51,1,correct_human_first_decision,G1
52,0,correct_human_first_decision,G1
53,1,correct_human_first_decision,G1
54,0,correct_human_first_decision,G1
55,1,correct_human_first_decision,G1
56,1,correct_human_first_decision,G1
